168	"terceira idade"	"PC"	"tem"	"é"	"idade"	"terceira"	"terceiro"	"uma"	"uma"	"Criaram-se creches e centros de <strong>terceira idade</strong>."	"Empresa fabrica produtos ortopédicos para a <strong>terceira idade</strong>."	"Vi até uma senhora de <strong>terceira idade</strong> de triciclo."
169	"terceira pessoa"	"PC"	"tem"	"é"	"pessoa"	"terceira"	"terceiro"	"uma"	"uma"	"O Guimarães Rosa se tratava na <strong>terceira pessoa</strong>."	"E você pode alternar entre primeira e <strong>terceira pessoa</strong>."	"Um exemplo de história em <strong>terceira pessoa</strong> é o Grande Gatsby de F. Scott Fitzgerald."
170	"tiro livre"	"C"	"tem"	"é"	"tiro"	"livre"	"livre"	"um"	"um"	"A infração resulta em <strong>tiro livre</strong> indireto para o adversário."	"Todos os <strong>tiros livres</strong> são diretos e sem barreira da equipe adversária."	"Renan cobrou o <strong>tiro livre</strong> na trave e desperdiçou ótima oportunidade de marcar."
171	"trabalho braçal"	"C"	"tem"	"é"	"trabalho"	"braçal"	"braçal"	"um"	"um"	"Entre uma idéia e sua realização existe o <strong>trabalho braçal</strong>."	"Avessos a <strong>trabalhos braçais</strong>, os americanos deixam o serviço perigoso para imigrantes."	"Os que fazem <strong>trabalho braçal</strong> ao ar livre, talvez não necessitem de mais exercícios."
172	"trabalho escravo"	"C"	"tem"	"é"	"trabalho"	"escravo"	"escravo"	"um"	"um"	"As fundações foram, igualmente, construídas por <strong>trabalho escravo</strong>."	"A expropriação de propriedades onde for encontrado <strong>trabalho escravo</strong>."	"Utilizam-se muito deles para promover <strong>trabalho escravo</strong>."
173	"vaca louca"	"NC"	"tem"	"é"	"vaca"	"louca"	"louco"	"uma"	"uma"	"Depois surgiram a doença da <strong>vaca louca</strong> e a gripe do frango."	"E pela ingestão de carne contaminada pela doença da <strong>vaca louca</strong>."	"A doença da <strong>vaca louca</strong> apareceu quando o gado foi obrigado a se canibalizar."
174	"vinho branco"	"C"	"tem"	"é"	"vinho"	"branco"	"branco"	"um"	"um"	"Pra beber, <strong>vinho branco</strong>."	"Prosecco nada mais é que tipo de <strong>vinho branco</strong> espumante."	"Ponha meio copo de <strong>vinho branco</strong> seco e deixe evaporar."
175	"vinho tinto"	"C"	"tem"	"é"	"vinho"	"tinto"	"tinto"	"um"	"um"	"Combina perfeitamente com <strong>vinho tinto</strong> Pinot Noir."	"Frutas vermelhas marinadas no <strong>vinho tinto</strong>."	"Se você comprou um queijo menos maduro, escolha um <strong>vinho tinto</strong> encorpado."
176	"vista grossa"	"NC"	"tem"	"é"	"vista"	"grossa"	"grosso"	"uma"	"uma"	"O governo fez <strong>vista grossa</strong> e deixou a coisa rolar."	"Aqueles que criticam Malafaia fazem <strong>vista grossa</strong> a outros graves pecados."	"Não faça <strong>vista grossa</strong> para crimes, por menores que sejam."
177	"viva voz"	"NC"	"tem"	"é"	"voz"	"viva"	"vivo"	"um"	"uma"	"Esses convidados nem sempre podem participar de <strong>viva voz</strong>;"	"Hoje é a última vez que eu vou falar com você em <strong>viva voz</strong>."	"Desafio qualquer pessoa a dizer que eu recomendei voto no Serra, que recomendei por escrito ou de <strong>viva voz</strong> o voto no Serra."
178	"vôo doméstico"	"C"	"tem"	"é"	"vôo"	"doméstico"	"doméstico"	"um"	"um"	"O aeroporto internacional oferece <strong>vôos domésticos</strong>, europeus e transatlânticos."	"O site tem uma lista de todos os <strong>vôos domésticos</strong> e internacionais, duração e preços."	"Os <strong>vôos domésticos</strong> são normalmente de Sydney, Melbourne, Brisbane, Adelaide e Perth."
179	"vôo internacional"	"C"	"tem"	"é"	"vôo"	"internacional"	"internacional"	"um"	"um"	"A agência nacional de vigilância sanitária tem como localizar quem viajou com os doentes, pois vinha recolhendo as guias de declaração de bagagens em <strong>vôos internacionais</strong>."	"A Pan-Am, outra gigante, só operava <strong>vôos internacionais</strong>."	"Esse destino se acrescenta a malha de <strong>voos internacionais</strong> da TAM."
180	"voto secreto"	"C"	"tem"	"é"	"voto"	"secreto"	"secreto"	"um"	"um"	"As eleições são realizadas por <strong>voto secreto</strong>."	"A aliança pregava a justiça trabalhista, o <strong>voto secreto</strong> e o voto feminino."	"O <strong>voto secreto</strong> era de absoluta necessidade, assim como o voto feminino."
